TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,CLEAN_ORDER_DATE,MONTH_NAME,DAY_NAME,TIME_BUCKET,PIZZA_CATEGORY,PIZZA_NAME,PIZZA_SIZE
17.50,1.00,1,2015-01-16,Jan,Fri,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
16.00,1.00,1,2015-01-16,Jan,Fri,Evening,Veggie,The Spinach and Feta Pizza,M
16.75,1.00,1,2015-01-16,Jan,Fri,Evening,Chicken,The Thai Chicken Pizza,M
12.50,1.00,1,2015-01-17,Jan,Sat,Afternoon,Supreme,The Spicy Italian Pizza,S
20.25,1.00,1,2015-01-17,Jan,Sat,Afternoon,Supreme,The Sicilian Pizza,L
20.75,1.00,1,2015-01-17,Jan,Sat,Afternoon,Chicken,The Southwest Chicken Pizza,L
12.00,1.00,1,2015-01-17,Jan,Sat,Afternoon,Classic,The Italian Capocollo Pizza,S
16.50,1.00,1,2015-01-17,Jan,Sat,Afternoon,Supreme,The Italian Supreme Pizza,M
20.75,1.00,1,2015-01-17,Jan,Sat,Evening,Chicken,The Barbecue Chicken Pizza,L
20.25,1.00,1,2015-01-17,Jan,Sat,Evening,Veggie,The Vegetables + Vegetables Pizza,L
20.75,1.00,1,2015-01-17,Jan,Sat,Evening,Supreme,The Prosciutto and Arugula Pizza,L
16.50,1.00,1,2015-01-17,Jan,Sat,Evening,Supreme,The Spinach Supreme Pizza,M
20.75,1.00,1,2015-01-17,Jan,Sat,Late Night,Chicken,The California Chicken Pizza,L
20.75,1.00,1,2015-01-17,Jan,Sat,Late Night,Chicken,The Thai Chicken Pizza,L
9.75,1.00,1,2015-01-17,Jan,Sat,Late Night,Classic,The Pepperoni Pizza,S
16.50,1.00,1,2015-01-18,Jan,Sun,Morning,Classic,The Hawaiian Pizza,L
20.25,1.00,1,2015-01-18,Jan,Sun,Afternoon,Veggie,The Mexicana Pizza,L
20.75,1.00,1,2015-01-18,Jan,Sun,Afternoon,Supreme,The Pepper Salami Pizza,L
11.00,1.00,1,2015-01-18,Jan,Sun,Afternoon,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
12.00,1.00,1,2015-01-18,Jan,Sun,Afternoon,Veggie,The Spinach and Feta Pizza,S
20.25,1.00,1,2015-01-18,Jan,Sun,Evening,Veggie,The Mexicana Pizza,L
12.75,1.00,1,2015-01-18,Jan,Sun,Evening,Chicken,The Thai Chicken Pizza,S
12.50,1.00,1,2015-01-18,Jan,Sun,Evening,Supreme,The Pepper Salami Pizza,S
20.75,1.00,1,2015-01-18,Jan,Sun,Evening,Supreme,The Spicy Italian Pizza,L
16.50,1.00,1,2015-01-18,Jan,Sun,Evening,Veggie,The Spinach Pesto Pizza,M
16.50,1.00,1,2015-01-18,Jan,Sun,Evening,Supreme,The Italian Supreme Pizza,M
16.75,1.00,1,2015-01-19,Jan,Mon,Afternoon,Chicken,The California Chicken Pizza,M
10.50,1.00,1,2015-01-19,Jan,Mon,Afternoon,Classic,The Hawaiian Pizza,S
20.25,1.00,1,2015-01-19,Jan,Mon,Afternoon,Veggie,The Mediterranean Pizza,L
12.00,1.00,1,2015-01-19,Jan,Mon,Afternoon,Classic,The Greek Pizza,S
16.75,1.00,1,2015-01-19,Jan,Mon,Afternoon,Chicken,The Chicken Alfredo Pizza,M
20.75,1.00,1,2015-01-19,Jan,Mon,Afternoon,Chicken,The Thai Chicken Pizza,L
16.50,1.00,1,2015-01-19,Jan,Mon,Evening,Classic,The Hawaiian Pizza,L
25.50,1.00,1,2015-01-19,Jan,Mon,Evening,Classic,The Greek Pizza,XL
13.25,1.00,1,2015-01-19,Jan,Mon,Evening,Classic,The Hawaiian Pizza,M
20.75,1.00,1,2015-01-19,Jan,Mon,Evening,Chicken,The Southwest Chicken Pizza,L
20.25,1.00,1,2015-01-19,Jan,Mon,Evening,Veggie,The Spinach and Feta Pizza,L
12.75,1.00,1,2015-01-19,Jan,Mon,Evening,Chicken,The Southwest Chicken Pizza,S
16.75,1.00,1,2015-01-19,Jan,Mon,Late Night,Chicken,The Thai Chicken Pizza,M
12.50,1.00,1,2015-01-20,Jan,Tue,Morning,Supreme,The Italian Supreme Pizza,S
20.75,1.00,1,2015-01-20,Jan,Tue,Morning,Supreme,The Spicy Italian Pizza,L
20.25,1.00,1,2015-01-20,Jan,Tue,Afternoon,Veggie,The Mexicana Pizza,L
16.00,1.00,1,2015-01-20,Jan,Tue,Afternoon,Veggie,The Mediterranean Pizza,M
12.75,1.00,1,2015-01-20,Jan,Tue,Afternoon,Chicken,The Chicken Pesto Pizza,S
20.75,1.00,1,2015-01-20,Jan,Tue,Afternoon,Supreme,The Italian Supreme Pizza,L
20.50,1.00,1,2015-01-20,Jan,Tue,Afternoon,Classic,The Classic Deluxe Pizza,L
16.50,1.00,1,2015-01-20,Jan,Tue,Afternoon,Supreme,The Spicy Italian Pizza,M
16.00,1.00,1,2015-01-20,Jan,Tue,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
20.50,1.00,1,2015-01-20,Jan,Tue,Evening,Classic,The Italian Capocollo Pizza,L
12.00,1.00,1,2015-01-20,Jan,Tue,Evening,Classic,The Greek Pizza,S
12.00,1.00,1,2015-01-20,Jan,Tue,Evening,Veggie,The Vegetables + Vegetables Pizza,S
20.75,1.00,1,2015-01-20,Jan,Tue,Evening,Veggie,The Spinach Pesto Pizza,L
16.25,1.00,1,2015-01-21,Jan,Wed,Afternoon,Supreme,The Calabrese Pizza,M
16.75,1.00,1,2015-01-21,Jan,Wed,Afternoon,Chicken,The Barbecue Chicken Pizza,M
17.95,1.00,1,2015-01-21,Jan,Wed,Afternoon,Veggie,The Four Cheese Pizza,L
41.00,2.00,1,2015-01-21,Jan,Wed,Afternoon,Classic,The Italian Capocollo Pizza,L
20.75,1.00,1,2015-01-21,Jan,Wed,Afternoon,Supreme,The Italian Supreme Pizza,L
16.00,1.00,1,2015-01-21,Jan,Wed,Afternoon,Classic,The Classic Deluxe Pizza,M
16.50,1.00,1,2015-01-21,Jan,Wed,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
12.00,1.00,1,2015-01-21,Jan,Wed,Evening,Classic,The Napolitana Pizza,S
12.00,1.00,1,2015-01-21,Jan,Wed,Evening,Veggie,The Green Garden Pizza,S
12.25,1.00,1,2015-01-21,Jan,Wed,Evening,Supreme,The Sicilian Pizza,S
16.00,1.00,1,2015-01-21,Jan,Wed,Evening,Classic,The Classic Deluxe Pizza,M
12.00,1.00,1,2015-01-22,Jan,Thu,Afternoon,Veggie,The Mexicana Pizza,S
16.00,1.00,1,2015-01-22,Jan,Thu,Afternoon,Veggie,The Spinach and Feta Pizza,M
16.00,1.00,1,2015-01-22,Jan,Thu,Afternoon,Veggie,The Mediterranean Pizza,M
16.00,1.00,1,2015-01-22,Jan,Thu,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
16.75,1.00,1,2015-01-22,Jan,Thu,Afternoon,Chicken,The Chicken Pesto Pizza,M
16.50,1.00,1,2015-01-22,Jan,Thu,Afternoon,Supreme,The Italian Supreme Pizza,M
21.00,1.00,1,2015-01-22,Jan,Thu,Afternoon,Veggie,The Italian Vegetables Pizza,L
20.75,1.00,1,2015-01-22,Jan,Thu,Afternoon,Chicken,The Barbecue Chicken Pizza,L
16.75,1.00,1,2015-01-22,Jan,Thu,Afternoon,Chicken,The Chicken Pesto Pizza,M
9.75,1.00,1,2015-01-22,Jan,Thu,Evening,Classic,The Pepperoni Pizza,S
16.75,1.00,1,2015-01-22,Jan,Thu,Evening,Chicken,The Barbecue Chicken Pizza,M
11.00,1.00,1,2015-01-22,Jan,Thu,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
20.50,1.00,1,2015-01-22,Jan,Thu,Evening,Classic,The Napolitana Pizza,L
12.75,1.00,1,2015-01-22,Jan,Thu,Evening,Chicken,The Southwest Chicken Pizza,S
12.00,1.00,1,2015-01-22,Jan,Thu,Evening,Veggie,The Spinach and Feta Pizza,S
20.75,1.00,1,2015-01-22,Jan,Thu,Late Night,Chicken,The Thai Chicken Pizza,L
12.75,1.00,1,2015-01-22,Jan,Thu,Late Night,Chicken,The Southwest Chicken Pizza,S
18.50,1.00,1,2015-01-23,Jan,Fri,Morning,Veggie,The Five Cheese Pizza,L
12.00,1.00,1,2015-01-23,Jan,Fri,Morning,Classic,The Napolitana Pizza,S
20.75,1.00,1,2015-01-23,Jan,Fri,Morning,Supreme,The Prosciutto and Arugula Pizza,L
12.00,1.00,1,2015-01-23,Jan,Fri,Afternoon,Veggie,The Green Garden Pizza,S
20.50,1.00,1,2015-01-23,Jan,Fri,Afternoon,Classic,The Italian Capocollo Pizza,L
20.25,1.00,1,2015-01-23,Jan,Fri,Evening,Veggie,The Mexicana Pizza,L
16.75,1.00,1,2015-01-23,Jan,Fri,Evening,Chicken,The Barbecue Chicken Pizza,M
16.50,1.00,1,2015-01-23,Jan,Fri,Evening,Supreme,The Prosciutto and Arugula Pizza,M
12.00,1.00,1,2015-01-23,Jan,Fri,Evening,Classic,The Napolitana Pizza,S
10.50,1.00,1,2015-01-23,Jan,Fri,Evening,Classic,The Hawaiian Pizza,S
20.75,1.00,1,2015-01-24,Jan,Sat,Afternoon,Supreme,The Italian Supreme Pizza,L
16.75,1.00,1,2015-01-24,Jan,Sat,Afternoon,Chicken,The Barbecue Chicken Pizza,M
20.75,1.00,1,2015-01-24,Jan,Sat,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
9.75,1.00,1,2015-01-24,Jan,Sat,Evening,Classic,The Pepperoni Pizza,S
16.50,1.00,1,2015-01-24,Jan,Sat,Evening,Supreme,The Soppressata Pizza,M
20.50,1.00,1,2015-01-24,Jan,Sat,Evening,Classic,The Napolitana Pizza,L
18.50,1.00,1,2015-01-24,Jan,Sat,Evening,Veggie,The Five Cheese Pizza,L
16.50,1.00,1,2015-01-24,Jan,Sat,Evening,Supreme,The Pepper Salami Pizza,M
16.75,1.00,1,2015-01-24,Jan,Sat,Evening,Chicken,The California Chicken Pizza,M
20.25,1.00,1,2015-01-24,Jan,Sat,Evening,Veggie,The Mexicana Pizza,L
16.50,1.00,1,2015-01-24,Jan,Sat,Evening,Supreme,The Italian Supreme Pizza,M
20.50,1.00,1,2015-01-24,Jan,Sat,Evening,Classic,The Classic Deluxe Pizza,L
16.75,1.00,1,2015-01-24,Jan,Sat,Evening,Chicken,The Chicken Alfredo Pizza,M
12.50,1.00,1,2015-01-24,Jan,Sat,Evening,Supreme,The Prosciutto and Arugula Pizza,S
16.50,1.00,1,2015-01-25,Jan,Sun,Afternoon,Supreme,The Prosciutto and Arugula Pizza,M
20.25,1.00,1,2015-01-25,Jan,Sun,Evening,Veggie,The Vegetables + Vegetables Pizza,L
16.50,1.00,1,2015-01-25,Jan,Sun,Evening,Supreme,The Prosciutto and Arugula Pizza,M
12.50,1.00,1,2015-01-25,Jan,Sun,Evening,Supreme,The Prosciutto and Arugula Pizza,S
20.75,1.00,1,2015-01-25,Jan,Sun,Evening,Supreme,The Prosciutto and Arugula Pizza,L
20.75,1.00,1,2015-01-25,Jan,Sun,Evening,Chicken,The Chicken Alfredo Pizza,L
16.00,1.00,1,2015-01-25,Jan,Sun,Evening,Veggie,The Spinach and Feta Pizza,M
20.75,1.00,1,2015-01-25,Jan,Sun,Evening,Chicken,The Barbecue Chicken Pizza,L
20.25,1.00,1,2015-01-26,Jan,Mon,Morning,Supreme,The Calabrese Pizza,L
16.00,1.00,1,2015-01-26,Jan,Mon,Morning,Classic,The Classic Deluxe Pizza,M
20.75,1.00,1,2015-01-26,Jan,Mon,Afternoon,Supreme,The Italian Supreme Pizza,L
16.00,1.00,1,2015-01-26,Jan,Mon,Afternoon,Veggie,The Green Garden Pizza,M
12.50,1.00,1,2015-01-26,Jan,Mon,Afternoon,Classic,The Pepperoni Pizza,M
9.75,1.00,1,2015-01-26,Jan,Mon,Afternoon,Classic,The Pepperoni Pizza,S
16.00,1.00,1,2015-01-26,Jan,Mon,Afternoon,Veggie,The Green Garden Pizza,M
12.00,1.00,1,2015-01-26,Jan,Mon,Evening,Veggie,The Spinach and Feta Pizza,S
21.00,1.00,1,2015-01-26,Jan,Mon,Evening,Veggie,The Italian Vegetables Pizza,L
16.00,1.00,1,2015-01-26,Jan,Mon,Evening,Veggie,The Spinach and Feta Pizza,M
12.50,1.00,1,2015-01-26,Jan,Mon,Late Night,Supreme,The Pepper Salami Pizza,S
20.25,1.00,1,2015-01-27,Jan,Tue,Afternoon,Veggie,The Vegetables + Vegetables Pizza,L
20.25,1.00,1,2015-01-27,Jan,Tue,Afternoon,Veggie,The Spinach and Feta Pizza,L
20.75,1.00,1,2015-01-27,Jan,Tue,Afternoon,Chicken,The Barbecue Chicken Pizza,L
12.00,1.00,1,2015-01-27,Jan,Tue,Evening,Veggie,The Green Garden Pizza,S
12.00,1.00,1,2015-01-27,Jan,Tue,Evening,Classic,The Italian Capocollo Pizza,S
16.50,1.00,1,2015-01-27,Jan,Tue,Evening,Veggie,The Spinach Pesto Pizza,M
16.75,1.00,1,2015-01-27,Jan,Tue,Evening,Chicken,The California Chicken Pizza,M
18.50,1.00,1,2015-01-27,Jan,Tue,Evening,Veggie,The Five Cheese Pizza,L
16.00,1.00,1,2015-01-27,Jan,Tue,Late Night,Classic,The Napolitana Pizza,M
23.65,1.00,1,2015-01-28,Jan,Wed,Morning,Supreme,The Brie Carre Pizza,S
20.75,1.00,1,2015-01-28,Jan,Wed,Morning,Supreme,The Italian Supreme Pizza,L
18.50,1.00,1,2015-01-28,Jan,Wed,Afternoon,Veggie,The Five Cheese Pizza,L
16.25,1.00,1,2015-01-28,Jan,Wed,Afternoon,Supreme,The Sicilian Pizza,M
13.25,1.00,1,2015-01-28,Jan,Wed,Afternoon,Classic,The Hawaiian Pizza,M
12.75,1.00,1,2015-01-28,Jan,Wed,Evening,Chicken,The Southwest Chicken Pizza,S
16.75,1.00,1,2015-01-28,Jan,Wed,Evening,Veggie,The Italian Vegetables Pizza,M
16.00,1.00,1,2015-01-28,Jan,Wed,Evening,Classic,The Greek Pizza,M
20.25,1.00,1,2015-01-29,Jan,Thu,Morning,Veggie,The Vegetables + Vegetables Pizza,L
17.95,1.00,1,2015-01-29,Jan,Thu,Afternoon,Veggie,The Four Cheese Pizza,L
25.50,1.00,1,2015-01-29,Jan,Thu,Afternoon,Classic,The Greek Pizza,XL
20.50,1.00,1,2015-01-29,Jan,Thu,Afternoon,Classic,The Italian Capocollo Pizza,L
9.75,1.00,1,2015-01-29,Jan,Thu,Afternoon,Classic,The Pepperoni Pizza,S
16.00,1.00,1,2015-01-29,Jan,Thu,Afternoon,Classic,The Italian Capocollo Pizza,M
12.75,1.00,1,2015-01-29,Jan,Thu,Afternoon,Veggie,The Italian Vegetables Pizza,S
16.50,1.00,1,2015-01-29,Jan,Thu,Evening,Supreme,The Soppressata Pizza,M
12.00,1.00,1,2015-01-29,Jan,Thu,Evening,Veggie,The Vegetables + Vegetables Pizza,S
20.75,1.00,1,2015-01-15,Jan,Thu,Afternoon,Chicken,The Southwest Chicken Pizza,L
14.75,1.00,1,2015-01-15,Jan,Thu,Afternoon,Veggie,The Four Cheese Pizza,M
12.50,1.00,1,2015-01-16,Jan,Fri,Morning,Supreme,The Spinach Supreme Pizza,S
12.50,1.00,1,2015-01-16,Jan,Fri,Evening,Supreme,The Spinach Supreme Pizza,S
20.75,1.00,1,2015-01-16,Jan,Fri,Evening,Chicken,The Chicken Pesto Pizza,L
12.00,1.00,1,2015-01-17,Jan,Sat,Afternoon,Classic,The Napolitana Pizza,S
12.00,1.00,1,2015-01-18,Jan,Sun,Afternoon,Classic,The Big Meat Pizza,S
9.75,1.00,1,2015-01-18,Jan,Sun,Afternoon,Classic,The Pepperoni Pizza,S
15.25,1.00,1,2015-01-18,Jan,Sun,Evening,Classic,The Pepperoni Pizza,L
12.00,1.00,1,2015-01-19,Jan,Mon,Morning,Classic,The Big Meat Pizza,S
16.00,1.00,1,2015-01-19,Jan,Mon,Morning,Veggie,The Spinach and Feta Pizza,M
16.50,1.00,1,2015-01-20,Jan,Tue,Afternoon,Supreme,The Spicy Italian Pizza,M
20.75,1.00,1,2015-01-20,Jan,Tue,Afternoon,Chicken,The Thai Chicken Pizza,L
20.75,1.00,1,2015-01-20,Jan,Tue,Evening,Supreme,The Soppressata Pizza,L
16.00,1.00,1,2015-01-20,Jan,Tue,Evening,Classic,The Napolitana Pizza,M
20.25,1.00,1,2015-01-21,Jan,Wed,Afternoon,Supreme,The Sicilian Pizza,L
14.50,1.00,1,2015-01-21,Jan,Wed,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",M
12.50,1.00,1,2015-01-21,Jan,Wed,Evening,Supreme,The Spicy Italian Pizza,S
12.75,1.00,1,2015-01-21,Jan,Wed,Evening,Chicken,The Barbecue Chicken Pizza,S
12.50,1.00,1,2015-01-21,Jan,Wed,Late Night,Classic,The Pepperoni Pizza,M
20.75,1.00,1,2015-01-22,Jan,Thu,Afternoon,Supreme,The Spicy Italian Pizza,L
32.00,2.00,1,2015-01-22,Jan,Thu,Afternoon,Classic,The Classic Deluxe Pizza,M
12.25,1.00,1,2015-01-22,Jan,Thu,Evening,Supreme,The Sicilian Pizza,S
12.50,1.00,1,2015-01-22,Jan,Thu,Evening,Supreme,The Pepper Salami Pizza,S
12.00,1.00,1,2015-01-23,Jan,Fri,Afternoon,Classic,The Big Meat Pizza,S
12.50,1.00,1,2015-01-23,Jan,Fri,Evening,Supreme,The Pepper Salami Pizza,S
16.75,1.00,1,2015-01-23,Jan,Fri,Evening,Chicken,The Thai Chicken Pizza,M
16.75,1.00,1,2015-01-23,Jan,Fri,Evening,Chicken,The Barbecue Chicken Pizza,M
12.75,1.00,1,2015-01-23,Jan,Fri,Evening,Chicken,The Chicken Pesto Pizza,S
12.75,1.00,1,2015-01-24,Jan,Sat,Afternoon,Chicken,The Barbecue Chicken Pizza,S
25.50,1.00,1,2015-01-24,Jan,Sat,Evening,Classic,The Greek Pizza,XL
12.00,1.00,1,2015-01-24,Jan,Sat,Evening,Classic,The Greek Pizza,S
20.75,1.00,1,2015-01-24,Jan,Sat,Evening,Supreme,The Pepper Salami Pizza,L
12.75,1.00,1,2015-01-25,Jan,Sun,Afternoon,Chicken,The Thai Chicken Pizza,S
16.00,1.00,1,2015-01-25,Jan,Sun,Afternoon,Veggie,The Mediterranean Pizza,M
20.25,1.00,1,2015-01-25,Jan,Sun,Evening,Supreme,The Calabrese Pizza,L
12.00,1.00,1,2015-01-25,Jan,Sun,Evening,Classic,The Big Meat Pizza,S
20.75,1.00,1,2015-01-26,Jan,Mon,Afternoon,Chicken,The Southwest Chicken Pizza,L
16.00,1.00,1,2015-01-26,Jan,Mon,Afternoon,Veggie,The Vegetables + Vegetables Pizza,M
12.00,1.00,1,2015-01-26,Jan,Mon,Afternoon,Veggie,The Mediterranean Pizza,S
16.50,1.00,1,2015-01-26,Jan,Mon,Evening,Classic,The Hawaiian Pizza,L
12.00,1.00,1,2015-01-27,Jan,Tue,Afternoon,Classic,The Italian Capocollo Pizza,S
20.75,1.00,1,2015-01-27,Jan,Tue,Evening,Chicken,The California Chicken Pizza,L
20.75,1.00,1,2015-01-27,Jan,Tue,Evening,Supreme,The Soppressata Pizza,L
20.75,1.00,1,2015-01-27,Jan,Tue,Evening,Supreme,The Prosciutto and Arugula Pizza,L
12.00,1.00,1,2015-01-28,Jan,Wed,Afternoon,Classic,The Classic Deluxe Pizza,S
12.00,1.00,1,2015-01-28,Jan,Wed,Afternoon,Classic,The Big Meat Pizza,S
16.00,1.00,1,2015-01-28,Jan,Wed,Afternoon,Veggie,The Mexicana Pizza,M
16.00,1.00,1,2015-01-28,Jan,Wed,Afternoon,Classic,The Classic Deluxe Pizza,M
14.75,1.00,1,2015-01-28,Jan,Wed,Afternoon,Veggie,The Four Cheese Pizza,M
20.75,1.00,1,2015-01-28,Jan,Wed,Evening,Chicken,The California Chicken Pizza,L
18.50,1.00,1,2015-01-29,Jan,Thu,Afternoon,Veggie,The Five Cheese Pizza,L
40.50,2.00,1,2015-01-29,Jan,Thu,Afternoon,Veggie,The Mediterranean Pizza,L
14.75,1.00,1,2015-01-29,Jan,Thu,Afternoon,Veggie,The Four Cheese Pizza,M
20.75,1.00,1,2015-01-29,Jan,Thu,Afternoon,Chicken,The Thai Chicken Pizza,L
12.75,1.00,1,2015-01-29,Jan,Thu,Evening,Chicken,The Barbecue Chicken Pizza,S
12.75,1.00,1,2015-01-19,Jan,Mon,Afternoon,Chicken,The Thai Chicken Pizza,S
20.75,1.00,1,2015-01-22,Jan,Thu,Afternoon,Chicken,The Thai Chicken Pizza,L
16.75,1.00,1,2015-01-27,Jan,Tue,Evening,Chicken,The Chicken Pesto Pizza,M
23.65,1.00,1,2015-01-28,Jan,Wed,Afternoon,Supreme,The Brie Carre Pizza,S
16.50,1.00,1,2015-01-29,Jan,Thu,Evening,Supreme,The Pepper Salami Pizza,M
17.50,1.00,1,2015-01-29,Jan,Thu,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
16.50,1.00,1,2015-01-29,Jan,Thu,Evening,Classic,The Hawaiian Pizza,L
17.50,1.00,1,2015-01-29,Jan,Thu,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",L
12.50,1.00,1,2015-01-29,Jan,Thu,Evening,Veggie,The Spinach Pesto Pizza,S
12.50,1.00,1,2015-01-30,Jan,Fri,Morning,Classic,The Pepperoni Pizza,M
16.50,1.00,1,2015-01-30,Jan,Fri,Morning,Supreme,The Prosciutto and Arugula Pizza,M
20.25,1.00,1,2015-01-30,Jan,Fri,Afternoon,Veggie,The Mexicana Pizza,L
12.75,1.00,1,2015-01-30,Jan,Fri,Afternoon,Chicken,The Thai Chicken Pizza,S
12.75,1.00,1,2015-01-30,Jan,Fri,Evening,Veggie,The Italian Vegetables Pizza,S
16.50,1.00,1,2015-01-30,Jan,Fri,Evening,Supreme,The Prosciutto and Arugula Pizza,M
16.00,1.00,1,2015-01-30,Jan,Fri,Evening,Classic,The Classic Deluxe Pizza,M
18.50,1.00,1,2015-01-30,Jan,Fri,Evening,Veggie,The Five Cheese Pizza,L
20.75,1.00,1,2015-01-30,Jan,Fri,Evening,Chicken,The Chicken Alfredo Pizza,L
14.75,1.00,1,2015-01-30,Jan,Fri,Evening,Veggie,The Four Cheese Pizza,M
14.75,1.00,1,2015-01-30,Jan,Fri,Late Night,Veggie,The Four Cheese Pizza,M
12.50,1.00,1,2015-01-30,Jan,Fri,Late Night,Supreme,The Spinach Supreme Pizza,S
16.75,1.00,1,2015-01-30,Jan,Fri,Late Night,Chicken,The California Chicken Pizza,M
20.75,1.00,1,2015-01-30,Jan,Fri,Late Night,Chicken,The Thai Chicken Pizza,L
25.50,1.00,1,2015-01-31,Jan,Sat,Morning,Classic,The Greek Pizza,XL
20.75,1.00,1,2015-01-31,Jan,Sat,Morning,Chicken,The California Chicken Pizza,L
12.00,1.00,1,2015-01-31,Jan,Sat,Afternoon,Classic,The Classic Deluxe Pizza,S
12.50,1.00,1,2015-01-31,Jan,Sat,Afternoon,Supreme,The Spicy Italian Pizza,S
20.75,1.00,1,2015-01-31,Jan,Sat,Afternoon,Chicken,The Chicken Pesto Pizza,L
25.50,1.00,1,2015-01-31,Jan,Sat,Afternoon,Classic,The Greek Pizza,XL
23.65,1.00,1,2015-01-31,Jan,Sat,Afternoon,Supreme,The Brie Carre Pizza,S
16.25,1.00,1,2015-01-31,Jan,Sat,Afternoon,Supreme,The Calabrese Pizza,M
12.50,1.00,1,2015-01-31,Jan,Sat,Evening,Supreme,The Pepper Salami Pizza,S
12.00,1.00,1,2015-01-31,Jan,Sat,Evening,Classic,The Big Meat Pizza,S
10.50,1.00,1,2015-01-31,Jan,Sat,Evening,Classic,The Hawaiian Pizza,S
16.25,1.00,1,2015-01-31,Jan,Sat,Evening,Supreme,The Sicilian Pizza,M
16.00,1.00,1,2015-01-31,Jan,Sat,Evening,Veggie,The Vegetables + Vegetables Pizza,M
16.75,1.00,1,2015-01-31,Jan,Sat,Evening,Chicken,The Chicken Alfredo Pizza,M
18.50,1.00,1,2015-01-31,Jan,Sat,Evening,Veggie,The Five Cheese Pizza,L
20.75,1.00,1,2015-01-31,Jan,Sat,Evening,Supreme,The Prosciutto and Arugula Pizza,L
16.50,1.00,1,2015-01-31,Jan,Sat,Evening,Supreme,The Italian Supreme Pizza,M
16.00,1.00,1,2015-01-31,Jan,Sat,Evening,Veggie,The Mexicana Pizza,M
20.50,1.00,1,2015-01-31,Jan,Sat,Evening,Classic,The Greek Pizza,L
16.75,1.00,1,2015-01-31,Jan,Sat,Evening,Chicken,The Barbecue Chicken Pizza,M
20.75,1.00,1,2015-01-31,Jan,Sat,Evening,Supreme,The Spicy Italian Pizza,L
16.00,1.00,1,2015-01-31,Jan,Sat,Late Night,Veggie,The Vegetables + Vegetables Pizza,M
20.75,1.00,1,2015-01-02,Jan,Fri,Morning,Chicken,The California Chicken Pizza,L
16.25,1.00,1,2015-01-02,Jan,Fri,Afternoon,Supreme,The Sicilian Pizza,M
16.75,1.00,1,2015-01-02,Jan,Fri,Afternoon,Chicken,The Barbecue Chicken Pizza,M
20.75,1.00,1,2015-01-02,Jan,Fri,Afternoon,Supreme,The Prosciutto and Arugula Pizza,L
12.50,1.00,1,2015-01-02,Jan,Fri,Afternoon,Supreme,The Spinach Supreme Pizza,S
18.50,1.00,1,2015-01-02,Jan,Fri,Afternoon,Veggie,The Five Cheese Pizza,L
20.25,1.00,1,2015-01-02,Jan,Fri,Afternoon,Veggie,The Mexicana Pizza,L
12.50,1.00,1,2015-01-02,Jan,Fri,Afternoon,Classic,The Pepperoni Pizza,M
12.00,1.00,1,2015-01-02,Jan,Fri,Evening,Classic,The Classic Deluxe Pizza,S
16.00,1.00,1,2015-01-02,Jan,Fri,Evening,Veggie,The Mexicana Pizza,M
21.00,2.00,1,2015-01-02,Jan,Fri,Evening,Classic,The Hawaiian Pizza,S
12.00,1.00,1,2015-01-02,Jan,Fri,Evening,Veggie,The Green Garden Pizza,S
20.75,1.00,1,2015-01-02,Jan,Fri,Evening,Chicken,The Thai Chicken Pizza,L
16.00,1.00,1,2015-01-02,Jan,Fri,Evening,Classic,The Italian Capocollo Pizza,M
16.75,1.00,1,2015-01-02,Jan,Fri,Evening,Chicken,The Southwest Chicken Pizza,M
16.25,1.00,1,2015-01-02,Jan,Fri,Evening,Supreme,The Calabrese Pizza,M
20.75,1.00,1,2015-01-02,Jan,Fri,Evening,Chicken,The Southwest Chicken Pizza,L
16.75,1.00,1,2015-01-02,Jan,Fri,Evening,Chicken,The Chicken Alfredo Pizza,M
16.75,1.00,1,2015-01-02,Jan,Fri,Evening,Chicken,The Barbecue Chicken Pizza,M
11.00,1.00,1,2015-01-02,Jan,Fri,Evening,Classic,"The Pepperoni, Mushroom, and Peppers Pizza",S
9.75,1.00,1,2015-01-02,Jan,Fri,Evening,Classic,The Pepperoni Pizza,S
9.75,1.00,1,2015-01-02,Jan,Fri,Evening,Classic,The Pepperoni Pizza,S
12.00,1.00,1,2015-01-02,Jan,Fri,Late Night,Veggie,The Green Garden Pizza,S
9.75,1.00,1,2015-01-02,Jan,Fri,Late Night,Classic,The Pepperoni Pizza,S
20.75,1.00,1,2015-01-02,Jan,Fri,Late Night,Supreme,The Soppressata Pizza,L
16.75,1.00,1,2015-01-02,Jan,Fri,Late Night,Chicken,The Southwest Chicken Pizza,M
12.50,1.00,1,2015-02-02,Feb,Mon,Afternoon,Supreme,The Italian Supreme Pizza,S
12.00,1.00,1,2015-02-02,Feb,Mon,Afternoon,Classic,The Big Meat Pizza,S
